gene_id,num_transcripts,avg_pre_splice_length,avg_post_splice_length,avg_exon_count,avg_exon_length,avg_gc_content,avg_viennaRNA_energy,avg_RNAstructure_energy,avg_internal_priming_count
ENSG00000145354,1,1114.1,996.3,5,141.9,59.5,-15.5,-15.0,0.9
ENSG00000138778,1,1201.8,962.4,5,186.8,55.6,-9.1,-11.8,0.21
ENSG00000138777,3,1226.0,985.1,9,163.9,55.8,-13.0,-13.6,0.22
ENSG00000164022,2,1112.3,953.3,5,142.3,57.8,-8.1,-11.8,0.02
ENSG00000138801,3,1198.7,936.4,6,169.1,57.2,-14.3,-12.5,0.47
ENSG00000138796,4,1163.4,858.8,5,180.5,57.1,-8.9,-13.6,0.56
ENSG00000109475,3,1243.3,876.0,7,129.2,48.7,-11.8,-12.7,0.35
ENSG00000198856,1,1226.2,905.5,9,143.1,41.4,-14.1,-14.5,0.96
ENSG00000138794,5,1234.3,906.8,6,179.9,46.2,-10.0,-10.0,0.56
ENSG00000123739,1,1152.0,998.7,6,135.8,49.0,-15.5,-10.9,0.22
ENSG00000109534,3,1120.3,935.4,8,121.3,49.1,-9.5,-9.5,0.92
ENSG00000170522,1,1100.8,953.2,8,132.6,40.0,-9.7,-10.1,0.59
ENSG00000174720,1,1205.2,960.2,8,138.9,58.9,-11.2,-10.8,0.49
ENSG00000269893,5,1220.6,975.5,6,185.5,46.4,-8.7,-12.8,0.49
ENSG00000164096,3,1116.8,845.9,9,176.8,43.2,-10.2,-14.8,0.66
ENSG00000164109,5,1188.8,895.3,7,161.9,41.9,-9.3,-11.5,1.0
ENSG00000164111,3,1268.5,986.6,9,131.9,45.1,-15.8,-11.5,0.63
ENSG00000123737,4,1269.8,823.2,9,148.7,46.1,-8.3,-12.2,0.25
ENSG00000145386,2,1111.1,953.8,5,181.9,44.1,-12.0,-8.2,0.28
ENSG00000164070,3,1261.9,837.1,6,195.1,56.0,-10.2,-10.2,0.78
ENSG00000138709,2,1109.2,938.9,5,165.4,55.9,-15.5,-15.9,0.07
ENSG00000164040,4,1172.8,822.1,7,166.6,42.5,-10.5,-13.0,0.52
ENSG00000077684,4,1203.6,891.5,8,192.5,44.1,-11.1,-9.1,0.06
ENSG00000109381,3,1117.8,864.0,6,155.2,58.8,-13.4,-14.4,0.35
ENSG00000109390,4,1290.9,950.8,6,198.3,48.7,-14.4,-12.6,0.25
ENSG00000164134,1,1105.3,954.7,9,142.6,46.6,-14.2,-15.2,0.68
ENSG00000085871,4,1111.6,894.8,5,126.5,42.8,-13.4,-13.6,0.24
ENSG00000153130,5,1173.7,953.3,5,127.6,56.9,-15.2,-15.1,0.05
ENSG00000109445,2,1183.4,875.8,10,190.2,56.5,-16.0,-10.7,0.73
ENSG00000153147,1,1200.5,833.4,6,132.9,56.7,-12.6,-8.5,0.74
ENSG00000197465,3,1236.8,995.0,7,127.2,45.3,-10.1,-10.6,0.67
ENSG00000250361,4,1108.9,867.3,7,153.4,55.8,-14.5,-12.4,0.3
ENSG00000170180,5,1225.9,963.4,8,187.4,48.3,-9.5,-14.5,0.31
ENSG00000164162,5,1139.9,943.0,8,172.3,46.6,-14.2,-15.4,0.07
ENSG00000164163,3,1272.3,925.2,7,180.4,59.6,-15.7,-9.1,0.69
ENSG00000164167,4,1217.0,858.8,7,152.9,50.7,-14.2,-10.6,0.2
ENSG00000198589,4,1161.7,811.0,9,186.1,42.8,-14.4,-10.7,0.69
ENSG00000145425,1,1137.8,910.0,8,165.6,45.6,-12.1,-13.8,0.24
ENSG00000121211,5,1127.6,996.4,5,178.2,45.0,-15.5,-13.6,0.45
ENSG00000171566,2,1124.5,832.8,8,173.2,51.3,-15.5,-10.3,0.45
ENSG00000171497,3,1267.8,845.5,10,161.6,45.0,-15.3,-13.3,0.68
ENSG00000052795,3,1269.7,875.1,5,150.0,57.5,-10.3,-12.8,0.69
ENSG00000145414,5,1222.9,803.8,8,185.0,43.3,-15.3,-12.8,0.65
ENSG00000198498,4,1254.0,986.8,6,177.0,50.6,-10.9,-14.6,0.11
ENSG00000052802,3,1223.5,993.0,7,197.5,57.1,-8.3,-12.2,0.36
ENSG00000109572,5,1260.3,921.8,8,155.8,48.4,-12.5,-9.4,0.85
ENSG00000056050,2,1225.7,873.1,8,168.1,49.3,-12.1,-15.1,0.55
ENSG00000109586,3,1137.6,869.4,10,129.9,52.3,-15.8,-13.0,0.71
ENSG00000164104,3,1184.2,800.7,8,154.0,40.8,-15.6,-9.2,0.81
ENSG00000164105,4,1237.3,828.7,7,178.1,45.7,-10.9,-14.7,0.96
ENSG00000129128,2,1206.7,869.3,10,184.4,42.7,-12.9,-10.2,0.84
ENSG00000129187,1,1294.5,925.5,6,200.0,44.1,-14.4,-10.8,0.54
ENSG00000151718,1,1125.2,891.2,10,185.3,46.5,-15.8,-10.0,0.64
ENSG00000168556,3,1212.2,888.4,6,164.6,53.1,-11.8,-14.7,0.7
ENSG00000182552,5,1162.1,991.4,8,139.5,55.2,-9.5,-8.6,0.56
ENSG00000151725,1,1187.1,878.4,8,155.7,58.7,-13.1,-15.9,0.75
ENSG00000151729,1,1143.8,944.1,9,137.9,52.5,-12.3,-11.7,0.97
ENSG00000164323,4,1284.1,852.1,10,141.5,50.4,-12.6,-15.0,0.95
ENSG00000109536,3,1150.1,856.2,6,139.9,53.3,-15.9,-13.7,0.74
ENSG00000073578,3,1275.4,834.2,10,147.2,44.0,-12.9,-12.3,0.63
ENSG00000249915,3,1163.6,976.7,7,132.7,43.9,-15.6,-12.3,0.77
ENSG00000180104,4,1185.8,846.1,7,196.1,51.8,-11.2,-11.0,0.91
ENSG00000028310,3,1179.0,872.0,7,145.4,41.4,-8.6,-13.1,0.16
ENSG00000049656,2,1156.8,962.0,7,164.4,46.5,-10.6,-14.3,0.85
ENSG00000171421,5,1206.4,981.2,8,175.2,45.3,-8.8,-9.3,0.52
ENSG00000145494,5,1275.3,999.1,8,176.2,56.3,-11.9,-11.6,0.7
ENSG00000164151,5,1156.9,961.6,9,135.9,58.3,-9.3,-15.4,0.27
ENSG00000133398,2,1258.4,963.5,6,187.2,49.3,-15.0,-9.5,0.04
ENSG00000037474,2,1181.7,963.1,10,137.9,51.7,-11.6,-13.7,0.97
ENSG00000150753,1,1210.7,846.0,9,156.4,41.3,-14.3,-11.4,0.85
ENSG00000164237,1,1123.7,949.2,5,191.1,46.9,-11.6,-8.3,0.03
ENSG00000145495,3,1142.6,966.4,8,174.3,48.8,-14.2,-8.4,0.8
ENSG00000173545,1,1209.2,838.6,6,134.3,54.0,-12.5,-11.0,0.1
ENSG00000113384,3,1269.3,952.3,9,192.5,53.1,-10.5,-12.7,0.59
ENSG00000056097,1,1141.9,829.0,6,136.2,44.8,-8.9,-12.0,0.39
ENSG00000113387,2,1153.0,800.6,6,191.5,50.6,-12.2,-15.4,0.08
ENSG00000113407,4,1286.3,899.6,9,166.8,44.7,-14.6,-9.4,0.98
ENSG00000113456,5,1100.9,932.2,9,183.6,44.3,-13.1,-12.1,0.98
ENSG00000113460,4,1107.6,865.8,7,141.2,49.7,-12.5,-12.9,0.16
ENSG00000168724,3,1183.5,864.6,7,152.0,48.1,-8.2,-15.1,0.01
ENSG00000145604,1,1107.4,822.3,10,130.0,49.7,-15.4,-9.9,0.02
ENSG00000164190,1,1196.3,807.7,9,154.1,51.6,-8.2,-10.5,0.48
ENSG00000113569,4,1135.7,823.2,5,172.7,47.0,-9.1,-14.3,0.96
ENSG00000145592,5,1218.0,899.5,8,152.3,41.5,-11.1,-13.3,0.53
ENSG00000083720,2,1211.8,893.7,5,127.5,49.9,-12.0,-12.2,0.29
ENSG00000172262,5,1164.2,939.3,10,155.1,43.7,-15.5,-15.8,0.76
ENSG00000112972,4,1286.5,824.6,8,123.9,42.1,-8.2,-11.0,0.35
ENSG00000172239,5,1223.1,901.8,5,195.4,45.7,-13.7,-8.4,0.31
ENSG00000248092,4,1254.5,838.7,8,137.0,47.2,-9.8,-10.7,0.74
ENSG00000112992,4,1188.6,811.3,6,187.2,51.6,-11.7,-14.0,0.35
ENSG00000112996,4,1282.3,818.7,8,186.8,41.0,-8.0,-9.9,0.97
ENSG00000164172,2,1233.3,845.4,9,151.9,50.2,-14.6,-15.9,0.04
ENSG00000164258,1,1267.0,881.2,10,194.1,59.2,-14.6,-8.6,0.04
ENSG00000067248,3,1182.5,924.0,7,193.1,57.7,-12.4,-11.4,0.22
ENSG00000039123,3,1163.9,937.0,9,132.5,52.6,-9.4,-13.8,0.89
ENSG00000062194,4,1292.2,916.6,8,154.9,52.5,-15.5,-8.9,0.75
ENSG00000164182,1,1214.8,854.6,9,181.6,59.5,-11.6,-8.0,0.78
ENSG00000188725,2,1120.4,877.4,7,170.1,57.6,-9.4,-11.2,0.82
ENSG00000068796,3,1142.3,982.8,6,166.1,48.9,-8.3,-12.4,0.6
ENSG00000086189,2,1207.5,868.0,9,124.3,53.1,-12.7,-8.9,0.96
ENSG00000153006,3,1150.0,936.8,8,165.1,51.1,-13.8,-13.5,0.17
ENSG00000153015,2,1133.2,847.0,5,159.8,50.8,-13.5,-15.1,0.11
ENSG00000123219,4,1111.8,824.7,7,172.2,58.5,-11.2,-9.1,0.89
ENSG00000123213,5,1131.6,890.8,6,121.4,51.2,-10.6,-11.9,0.24
ENSG00000112851,1,1262.2,889.1,6,169.4,54.1,-10.2,-12.1,0.35
ENSG00000153914,4,1194.6,879.8,8,193.8,48.4,-8.3,-9.4,0.41
ENSG00000145740,3,1297.3,808.0,6,182.6,53.9,-9.2,-15.2,0.96
ENSG00000134057,3,1226.7,831.5,5,122.2,43.2,-13.2,-8.6,0.11
ENSG00000153044,5,1218.8,887.8,8,191.9,40.2,-11.9,-8.4,0.69
ENSG00000134056,5,1221.0,852.0,9,158.7,44.6,-14.2,-8.9,0.66
ENSG00000085231,2,1108.5,876.2,8,179.7,40.2,-13.0,-11.7,0.94
ENSG00000273841,3,1287.8,905.9,7,161.9,40.3,-8.7,-14.9,0.65
ENSG00000145736,2,1239.3,949.1,9,197.1,46.3,-11.9,-12.8,0.86
ENSG00000145734,2,1263.9,847.3,10,125.3,51.5,-11.7,-8.5,0.52
ENSG00000131844,1,1104.0,987.6,6,135.2,52.4,-12.9,-8.7,0.31
ENSG00000131711,4,1151.2,896.1,5,192.4,52.6,-8.9,-12.3,0.76
ENSG00000113048,1,1293.9,875.5,5,146.2,49.5,-14.7,-14.4,0.17
ENSG00000083312,2,1254.0,890.1,8,131.6,44.3,-15.1,-9.9,0.28
ENSG00000145741,3,1101.1,965.2,10,154.0,45.4,-12.0,-11.8,0.13
ENSG00000164346,4,1245.4,842.7,7,176.0,51.3,-10.5,-13.2,0.97
ENSG00000113161,2,1126.7,834.9,6,120.3,58.5,-14.3,-12.5,0.44
ENSG00000113163,4,1243.9,858.3,7,188.4,47.7,-14.3,-15.1,0.82
ENSG00000145703,4,1165.5,885.8,10,181.9,48.0,-10.6,-13.5,0.22
ENSG00000164252,4,1238.3,948.8,7,180.6,49.5,-11.1,-14.1,0.17
ENSG00000171530,1,1186.7,863.3,7,150.5,46.1,-9.7,-14.9,0.49
ENSG00000132842,5,1167.8,944.0,5,197.5,52.0,-9.4,-13.1,0.06
ENSG00000039319,5,1178.1,810.8,8,194.3,44.1,-12.2,-12.1,0.11
ENSG00000228716,2,1190.5,933.2,7,135.5,52.4,-10.5,-8.7,0.89
ENSG00000131732,5,1120.3,820.5,7,176.3,57.6,-11.2,-9.0,0.74
ENSG00000186468,1,1293.4,887.0,6,155.0,57.6,-10.8,-11.1,0.82
ENSG00000174695,1,1103.8,838.5,7,199.4,52.7,-13.7,-12.3,0.46
ENSG00000127184,3,1140.9,903.3,6,141.9,40.4,-8.3,-16.0,0.13
ENSG00000134480,2,1255.1,999.3,7,128.5,54.3,-12.6,-11.7,0.85
ENSG00000247828,2,1158.9,943.3,9,165.6,53.6,-11.5,-11.7,0.54
ENSG00000081189,5,1196.0,973.5,9,175.9,50.8,-13.2,-10.8,0.48
ENSG00000198677,2,1233.9,878.1,6,182.1,46.8,-14.3,-8.3,0.57
ENSG00000175449,1,1281.7,916.6,9,146.4,52.8,-13.8,-9.9,0.95
ENSG00000164292,5,1191.0,951.6,5,191.9,44.9,-9.9,-8.3,0.99
ENSG00000058729,5,1193.9,845.5,6,145.7,52.6,-8.3,-13.4,0.34
ENSG00000153922,5,1288.8,820.1,10,193.2,50.0,-9.4,-13.9,0.93
ENSG00000145725,4,1178.5,909.5,5,139.5,56.3,-8.7,-12.3,0.48
ENSG00000198961,1,1140.2,990.4,7,120.0,57.9,-9.8,-11.5,0.04
ENSG00000134987,5,1277.6,845.7,9,164.8,56.4,-15.2,-11.2,0.59
ENSG00000224032,5,1183.0,875.5,5,143.3,53.4,-14.2,-8.7,0.34
ENSG00000134982,2,1292.0,831.1,6,124.5,48.1,-10.8,-12.7,0.83
ENSG00000153037,3,1184.9,961.6,6,129.4,45.4,-9.6,-14.0,0.42
ENSG00000129625,2,1199.1,915.7,10,177.4,49.1,-8.6,-10.2,0.12
ENSG00000172795,4,1284.9,888.6,8,177.1,41.4,-11.2,-8.3,0.34
ENSG00000145782,3,1170.3,846.8,5,148.0,50.6,-11.0,-9.6,0.8
ENSG00000177879,4,1166.4,855.9,9,198.9,56.8,-16.0,-13.1,0.3
ENSG00000145779,1,1114.6,991.7,10,150.4,47.6,-11.3,-9.8,0.51
ENSG00000133835,1,1191.6,856.3,6,138.5,57.4,-8.2,-14.6,0.07
ENSG00000151304,3,1271.4,969.7,9,194.3,46.0,-14.2,-10.3,0.56
ENSG00000205302,2,1228.7,916.3,5,192.6,54.3,-8.5,-8.4,0.91
ENSG00000164902,3,1219.9,861.6,10,129.6,41.4,-11.1,-8.6,0.87
ENSG00000113368,2,1166.6,833.7,10,160.0,42.5,-15.0,-15.0,0.72
ENSG00000066583,5,1174.2,887.3,9,139.7,53.3,-10.0,-8.5,0.46
ENSG00000169567,3,1265.1,826.1,8,188.4,57.5,-9.8,-10.4,0.12
ENSG00000186687,1,1241.4,864.5,10,149.8,59.8,-14.4,-14.7,0.98
ENSG00000217128,1,1213.6,889.4,10,163.4,53.6,-8.7,-14.3,0.66
ENSG00000113522,2,1164.9,990.4,6,157.5,51.9,-8.3,-15.3,0.78
ENSG00000164402,3,1253.5,888.9,7,173.1,40.8,-9.1,-14.9,0.49
ENSG00000164405,2,1238.1,810.0,8,156.7,56.4,-14.0,-14.1,0.06
ENSG00000072364,4,1252.7,967.3,8,130.2,40.3,-10.7,-12.2,0.72
ENSG00000155329,2,1149.1,995.0,6,182.8,43.4,-9.6,-14.3,0.26
ENSG00000170606,1,1286.9,888.1,7,156.9,47.8,-8.1,-8.4,0.29
ENSG00000213585,3,1127.3,828.5,10,188.4,47.1,-8.5,-15.0,0.85
ENSG00000113558,4,1269.7,920.4,9,165.0,48.1,-9.7,-13.2,0.61
ENSG00000113575,2,1282.1,803.3,8,178.2,58.5,-9.4,-13.0,0.53
ENSG00000119048,3,1298.9,894.3,9,155.3,46.0,-11.9,-8.6,0.14
ENSG00000237190,4,1130.0,906.1,5,192.1,40.8,-11.8,-10.5,0.33
ENSG00000152700,4,1152.3,877.0,10,195.0,49.8,-13.0,-11.0,0.78
ENSG00000164615,4,1254.9,937.3,8,136.7,54.9,-8.7,-8.7,0.41
ENSG00000145833,1,1117.6,831.5,8,147.5,49.9,-15.9,-9.9,0.03
ENSG00000181904,1,1149.7,957.7,8,157.2,47.5,-15.1,-11.4,0.76
ENSG00000069011,4,1278.8,980.1,6,159.9,42.4,-13.5,-11.6,0.04
ENSG00000113648,1,1121.9,871.1,10,137.4,42.0,-9.0,-11.3,0.21
ENSG00000113658,1,1130.9,832.7,7,141.1,54.7,-13.7,-15.2,0.12
ENSG00000177733,1,1268.7,991.5,5,129.0,55.4,-8.4,-12.0,0.94
ENSG00000094880,1,1166.5,874.0,6,174.6,40.8,-14.4,-15.8,0.79
ENSG00000120733,3,1122.3,806.1,7,138.3,53.6,-14.5,-12.4,0.22
ENSG00000120705,4,1163.3,802.9,10,144.9,54.4,-8.4,-11.2,0.31
ENSG00000113013,1,1124.5,807.0,5,145.0,41.5,-10.8,-11.6,0.54
ENSG00000044115,3,1174.5,857.5,6,161.1,55.9,-11.6,-15.4,0.37
ENSG00000281398,3,1192.4,948.5,5,180.3,43.7,-11.8,-15.4,0.53
ENSG00000120727,2,1217.3,870.8,9,138.4,56.6,-10.3,-12.1,0.12
ENSG00000131508,4,1255.3,913.7,6,146.4,45.4,-9.1,-9.1,0.67
ENSG00000171604,3,1119.0,807.4,10,127.8,44.1,-9.4,-12.0,0.36
ENSG00000185129,1,1229.5,878.4,9,191.7,48.6,-14.1,-10.7,0.32
ENSG00000120306,4,1158.9,921.4,5,128.5,46.4,-15.4,-15.0,0.41
ENSG00000113068,2,1254.7,987.6,8,143.3,41.8,-15.4,-11.0,0.54
ENSG00000131503,4,1112.4,967.9,7,128.4,42.0,-11.4,-9.5,0.15
ENSG00000213523,4,1202.3,805.4,7,148.4,59.1,-13.8,-13.0,0.7
ENSG00000176087,5,1171.8,841.6,10,124.2,42.0,-12.1,-9.5,0.14
ENSG00000131495,3,1101.8,946.3,5,189.3,49.4,-9.4,-14.4,0.86
ENSG00000113141,2,1131.6,819.4,5,195.6,59.5,-15.6,-8.3,0.69
ENSG00000170445,4,1163.6,988.6,8,126.0,40.8,-13.2,-12.0,0.06
ENSG00000146007,3,1151.9,940.6,6,171.0,49.6,-9.3,-9.3,0.51
ENSG00000178913,3,1264.5,898.9,10,196.3,40.6,-15.7,-8.7,0.66
ENSG00000131504,2,1279.6,969.1,7,124.6,54.5,-11.2,-11.5,0.69
ENSG00000171720,5,1127.2,849.9,10,161.4,46.1,-15.3,-15.1,0.24
ENSG00000113552,5,1256.4,877.9,8,153.3,55.9,-11.7,-13.9,0.14
ENSG00000131507,1,1263.0,976.5,10,183.6,42.4,-12.8,-12.1,0.03
ENSG00000133706,4,1291.7,970.0,7,121.4,40.0,-11.0,-10.1,0.47
ENSG00000091009,2,1295.3,914.5,5,157.0,58.0,-13.1,-10.0,0.36
ENSG00000113649,4,1250.5,954.8,5,150.9,41.6,-10.0,-8.6,0.09
ENSG00000113712,3,1101.0,813.5,7,198.9,42.3,-13.8,-14.5,0.54
ENSG00000113716,5,1255.2,977.8,6,152.9,41.3,-11.7,-15.1,0.13
ENSG00000070814,2,1217.2,917.1,9,124.7,53.3,-10.8,-13.1,0.41
ENSG00000164587,5,1165.2,817.3,5,175.2,43.1,-8.7,-15.5,0.95
ENSG00000086589,2,1140.1,952.1,8,194.8,59.1,-12.0,-13.7,0.7
ENSG00000177556,1,1213.0,958.6,6,122.5,52.7,-15.7,-14.2,0.12
ENSG00000145907,4,1131.9,860.8,10,147.4,52.0,-13.9,-13.2,0.74
ENSG00000155506,5,1197.7,873.8,8,190.6,56.8,-15.1,-15.0,0.4
ENSG00000082516,4,1220.7,829.4,8,180.3,43.3,-11.1,-14.2,0.01
ENSG00000082515,4,1154.0,823.9,9,137.3,49.6,-13.0,-15.7,0.2
ENSG00000113282,3,1141.7,907.3,10,150.4,48.0,-9.2,-15.3,0.48
ENSG00000145860,4,1116.2,917.4,8,159.0,48.3,-13.4,-13.9,0.56
ENSG00000164332,5,1133.4,828.5,6,168.5,55.3,-12.5,-10.6,0.99
ENSG00000113312,1,1286.6,852.2,5,177.0,58.8,-8.4,-8.2,0.73
ENSG00000164609,4,1101.2,805.3,5,185.4,40.6,-14.5,-15.7,0.14
ENSG00000164611,4,1292.3,980.9,8,167.7,40.8,-9.4,-14.6,0.92
ENSG00000113328,5,1188.2,945.0,6,145.5,47.9,-11.3,-15.3,0.95
ENSG00000170584,3,1217.4,870.2,5,153.6,58.7,-15.0,-10.1,0.1
ENSG00000072571,2,1198.7,807.9,6,148.2,51.1,-10.3,-9.0,0.71
ENSG00000113643,2,1142.4,872.3,7,190.5,57.3,-11.0,-11.9,0.62
ENSG00000120137,2,1134.5,939.0,6,144.2,59.5,-11.7,-14.7,0.69
ENSG00000040275,5,1170.7,842.3,6,174.3,43.4,-14.1,-14.9,0.88
ENSG00000181163,2,1255.5,939.2,8,137.9,49.5,-10.1,-10.1,0.05
ENSG00000037241,5,1290.3,959.3,6,153.6,44.5,-15.8,-14.2,0.58
ENSG00000113732,1,1269.1,895.3,6,156.6,43.0,-12.8,-12.1,0.77
ENSG00000113742,4,1117.5,972.2,10,125.8,52.5,-15.5,-11.4,0.34
ENSG00000164466,2,1234.4,842.3,5,131.9,45.7,-13.6,-15.5,0.38
ENSG00000051596,3,1135.9,939.4,6,175.0,57.6,-11.6,-14.2,0.71
ENSG00000283235,2,1199.5,930.2,10,175.9,54.3,-11.1,-10.9,0.88
ENSG00000048162,1,1263.5,855.1,8,122.5,47.6,-14.9,-15.0,0.05
ENSG00000146066,5,1215.8,880.3,6,168.2,46.4,-11.8,-8.9,0.91
ENSG00000175416,5,1232.4,957.8,7,177.3,52.3,-11.8,-9.7,0.64
ENSG00000113194,1,1222.3,831.9,9,191.6,54.6,-12.1,-15.9,0.86
ENSG00000165671,5,1295.4,910.4,6,149.3,54.4,-8.5,-13.8,0.14
ENSG00000169230,2,1201.2,965.6,8,197.8,45.5,-14.7,-9.6,0.34
ENSG00000169223,5,1287.5,900.7,7,162.1,43.9,-10.4,-9.8,0.97
ENSG00000198055,3,1186.2,957.6,6,168.8,46.7,-10.5,-9.8,0.6
ENSG00000113758,2,1269.9,814.6,9,121.2,42.3,-8.1,-15.7,0.57
ENSG00000183258,3,1118.7,889.4,9,174.9,56.6,-10.2,-13.8,0.91
ENSG00000184840,4,1278.4,972.6,5,179.6,59.6,-11.8,-12.3,0.89
ENSG00000145912,1,1162.3,981.9,5,195.0,47.0,-12.4,-15.2,0.54
ENSG00000197451,5,1206.0,863.6,10,194.8,46.4,-8.7,-11.5,0.72
ENSG00000169045,3,1227.7,801.2,7,183.2,42.2,-9.7,-14.1,0.09
ENSG00000127022,4,1140.0,963.0,9,129.3,43.3,-11.0,-11.4,0.15
ENSG00000161013,4,1206.3,820.3,7,189.6,57.9,-15.7,-13.6,0.8
ENSG00000161011,1,1129.8,832.9,6,163.6,41.6,-13.9,-13.3,0.65
ENSG00000113269,3,1277.0,974.2,9,131.6,42.4,-14.2,-14.8,0.26
ENSG00000113300,1,1208.0,931.5,10,131.1,42.6,-12.8,-13.3,0.86
ENSG00000204628,5,1129.0,909.9,5,124.8,52.5,-14.8,-8.5,0.6
ENSG00000021355,1,1129.7,877.7,7,150.6,54.7,-15.2,-13.4,0.81
ENSG00000124570,3,1252.6,860.7,10,178.6,40.5,-12.3,-9.9,0.23
ENSG00000124588,1,1113.6,857.5,6,194.1,49.1,-15.1,-10.0,0.93
ENSG00000180822,3,1213.8,805.7,7,179.2,41.4,-14.1,-14.5,0.7
ENSG00000112739,3,1261.3,906.5,9,165.2,51.8,-11.4,-12.0,0.39
ENSG00000198721,5,1208.4,835.4,7,121.3,42.8,-8.5,-13.5,0.75
ENSG00000153046,3,1216.7,838.7,8,159.8,41.5,-12.1,-9.2,0.75
ENSG00000214113,5,1250.9,946.8,10,132.1,49.2,-10.3,-8.8,0.78
ENSG00000124782,5,1150.3,863.1,8,124.5,49.5,-15.5,-16.0,0.07
ENSG00000124783,1,1243.3,817.5,7,184.0,40.7,-12.3,-14.1,0.55
ENSG00000124784,4,1250.9,986.0,6,194.6,52.4,-15.2,-9.1,0.94
ENSG00000168566,1,1128.4,864.1,5,189.9,46.6,-11.8,-13.6,0.59
ENSG00000239264,2,1242.5,935.9,10,198.1,46.8,-8.5,-11.5,0.16
ENSG00000124802,3,1196.2,853.8,5,143.3,45.0,-9.8,-15.6,0.7
ENSG00000111845,1,1263.6,904.4,10,154.2,47.4,-9.8,-11.9,1.0
ENSG00000111843,3,1226.1,842.0,5,198.2,51.8,-11.8,-15.7,0.82
ENSG00000137210,4,1168.4,848.1,6,178.6,44.9,-13.1,-13.5,0.93
ENSG00000225921,1,1124.6,979.2,6,170.0,53.4,-10.6,-11.5,0.39
ENSG00000010017,4,1174.6,903.7,9,187.9,52.7,-14.6,-14.3,0.73
ENSG00000050393,2,1151.3,987.7,10,171.0,49.8,-9.8,-14.8,0.67
ENSG00000008083,4,1218.3,819.8,7,144.9,53.0,-11.4,-11.1,0.2
ENSG00000047579,2,1188.7,841.9,6,181.3,57.7,-10.1,-13.6,0.82
ENSG00000137198,1,1199.3,850.8,7,148.1,40.1,-9.8,-13.9,0.38
ENSG00000124789,3,1149.5,826.8,9,175.5,40.4,-12.7,-8.9,0.72
ENSG00000124795,5,1269.4,982.9,8,172.4,49.9,-11.1,-8.8,0.31
ENSG00000112242,4,1223.2,859.6,9,151.9,59.7,-11.1,-11.6,0.23
ENSG00000124766,5,1276.9,968.4,8,137.8,59.9,-15.7,-10.7,0.4
ENSG00000124532,1,1289.1,890.7,10,169.4,56.6,-15.0,-15.5,0.83
ENSG00000112304,3,1271.0,932.0,6,195.5,51.9,-9.5,-9.9,0.3
ENSG00000112308,5,1295.2,827.8,7,153.6,57.6,-12.9,-12.5,0.8
ENSG00000112312,3,1287.0,901.1,6,121.8,58.5,-9.8,-11.9,0.2
ENSG00000187837,2,1132.1,904.6,10,155.7,41.4,-9.4,-14.4,0.35
ENSG00000197061,1,1108.1,819.3,7,121.0,46.4,-16.0,-10.2,0.18
ENSG00000180573,3,1255.6,815.1,9,187.0,47.5,-13.9,-11.2,0.56
ENSG00000168298,2,1196.6,859.5,9,133.7,49.4,-8.8,-11.8,0.91
ENSG00000124575,4,1181.7,866.3,7,161.7,54.1,-14.1,-8.8,0.37
ENSG00000146109,5,1137.3,825.4,7,131.7,46.2,-15.4,-11.0,0.69
ENSG00000181315,2,1226.6,915.9,5,190.0,46.8,-14.2,-11.2,0.3
ENSG00000124635,3,1130.0,843.2,6,124.1,50.8,-11.7,-14.5,0.56
ENSG00000233822,4,1269.7,821.0,10,121.9,49.1,-11.3,-8.2,0.67
ENSG00000184357,5,1256.9,914.1,9,175.4,53.6,-15.6,-8.7,0.75
ENSG00000269293,5,1153.2,847.2,8,122.5,48.6,-9.7,-15.8,0.99
ENSG00000204713,4,1211.6,931.2,6,195.9,59.9,-14.5,-13.2,0.95
ENSG00000066379,4,1296.0,988.2,6,148.1,43.7,-11.6,-10.9,0.32
ENSG00000231074,1,1148.3,809.2,9,183.3,53.8,-10.0,-9.4,0.54
ENSG00000241370,1,1161.0,824.7,7,139.5,59.2,-8.7,-11.6,0.48
ENSG00000204590,4,1221.0,979.9,7,132.0,44.3,-8.9,-13.8,0.61
ENSG00000204574,5,1255.7,936.9,6,183.4,41.3,-15.0,-13.0,0.6
ENSG00000204569,1,1153.4,851.5,8,157.3,51.2,-13.6,-11.9,0.61
ENSG00000204568,2,1221.6,988.2,10,155.0,45.8,-14.2,-10.0,0.72
ENSG00000146112,1,1176.4,887.5,7,163.7,44.6,-8.3,-13.5,0.48
ENSG00000137337,3,1227.7,861.8,7,141.3,42.3,-11.6,-8.7,0.93
ENSG00000196230,1,1106.2,832.6,10,136.8,57.6,-11.6,-12.2,0.52
ENSG00000137312,1,1118.8,811.2,7,176.2,47.8,-10.0,-11.7,0.88
ENSG00000198563,2,1113.0,931.7,9,155.1,53.4,-11.6,-14.3,0.79
ENSG00000204469,2,1119.2,970.4,10,130.8,43.7,-12.2,-8.2,0.76
ENSG00000204463,1,1128.9,976.4,5,139.4,54.1,-15.2,-14.0,0.53
ENSG00000204438,1,1167.5,830.5,10,122.6,47.0,-9.1,-13.3,0.96
ENSG00000204435,5,1137.8,907.9,9,151.5,48.1,-12.8,-11.0,0.29
ENSG00000213719,1,1217.4,973.0,6,149.2,57.3,-13.6,-9.6,0.75
ENSG00000204394,2,1266.1,909.5,5,128.0,57.2,-11.8,-12.7,0.92
